,StartDate,EndDate,ResponseId,Artist,Art_practice,Purchase_art,Professional_artist,AI_models_familiarity,Used_AI_art_models,Styleof_ownedby_AI_user,Styleof_ownedby_OG_artist,Styleof_ownedby_AI_company,Fair_compensation_tax_text,Required_disclosure,AI_pos_development_4art,AI_threat_2art_workers,Age,POC,Gender_identity,compensation_I_dont_need_profit,compensation_Other,compensation_donate_to_trainer,compensation_flat_fee,compensation_nocomp_but_no_forprofit,compensation_nocompt_noprofit4anyone,compensation_not_comfortable_with_any_listed_options,compensation_portion_from_derivatives,compensation_portion_from_model_creators,compensation_portion_of_any_profit_made,compensation_tax
221,2023-09-15 13:23:04,2023-09-15 13:25:10,R_2rGG54glR9nIAeQ,Yes,tattoo,Yes,No,AI art generally,I don't know,,1.0,3.0,,,3.0,,18 - 29,Yes,Female,False,False,False,False,True,False,False,False,False,False,False
222,2023-09-15 13:08:33,2023-09-15 13:10:46,R_33sgkmF0TSUrpVU,Somewhat,Photography,Yes,No,AI art generally,No,2.0,2.0,1.0,,3.0,2.0,,65 or older,No,Male,False,False,False,False,False,False,False,False,True,False,False
223,2023-09-15 13:23:27,2023-09-15 13:25:56,R_2AEFXztABr6mJJq,Yes,designer,Yes,Yes,text to image,No,1.0,,2.0,,,1.0,3.0,18 - 29,No,Male,False,False,False,False,False,False,False,False,True,False,False
224,2023-09-15 13:22:43,2023-09-15 13:25:57,R_1I48KRlUzcpiJEs,Yes,paint,Yes,Yes,AI art generally,Yes,,3.0,,,,3.0,,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
225,2023-09-15 13:22:13,2023-09-15 13:27:24,R_2v65qfCGMkYP1A1,Yes,music,Yes,Yes,AI art generally,No,1.0,2.0,1.0,,3.0,1.0,,30-49,No,Non-binary,False,False,False,False,False,False,False,False,False,True,False
226,2023-09-15 13:25:19,2023-09-15 13:27:38,R_2axe60WLjVVHs4g,Somewhat,designer,Yes,No,AI art generally,No,2.0,,2.0,,3.0,,,18 - 29,No,Male,True,False,False,False,False,False,False,False,False,False,False
227,2023-09-15 13:25:33,2023-09-15 13:27:42,R_1gGzMx80nDaH7if,Somewhat,designer,Yes,Prefer not to respond,AI art generally,No,1.0,1.0,,,1.0,1.0,1.0,30-49,No,Male,False,False,False,False,False,False,True,False,False,False,False
228,2023-09-15 13:22:24,2023-09-15 13:27:53,R_2zMD8jnKGczlpzw,Yes,paint,Yes,No,AI art generally,Yes,1.0,3.0,1.0,,1.0,3.0,1.0,18 - 29,No,Male,False,False,False,False,False,True,False,False,False,False,False
229,2023-09-15 13:25:34,2023-09-15 13:29:00,R_9WQC824Brtcbxkt,Somewhat,paint,Yes,No,AI art generally,No,2.0,2.0,2.0,,3.0,1.0,3.0,65 or older,No,Male,False,False,False,True,False,False,False,False,False,False,False
230,2023-09-15 13:27:13,2023-09-15 13:31:53,R_78qrfh9VZQup3FL,Somewhat,Photography,Yes,No,AI art generally,No,1.0,1.0,1.0,,3.0,1.0,3.0,30-49,No,Male,False,False,False,False,False,False,False,True,False,False,False
231,2023-09-15 13:28:41,2023-09-15 13:37:59,R_24HQ2R3E0HHsmrH,Somewhat,paint,No,No,none,No,,2.0,2.0,,2.0,,1.0,50-64,No,Male,False,False,False,False,False,False,False,False,True,False,False
232,2023-09-15 13:23:09,2023-09-15 13:38:00,R_1QlTv5xmZCIr6to,Yes,designer,Yes,Yes,AI art generally,No,3.0,1.0,1.0,These taxes should financially support the affected artists (e.g. welfare).,3.0,3.0,3.0,18 - 29,No,Male,False,False,False,False,True,False,False,False,False,False,False
233,2023-09-15 14:41:15,2023-09-15 14:50:58,R_1fZp5U2Nw39DaD0,Somewhat,Photography,Yes,No,AI art generally,No,1.0,1.0,,,,2.0,2.0,65 or older,No,Male,False,False,False,False,False,False,False,False,True,False,False
234,2023-09-16 7:10:14,2023-09-16 7:18:07,R_22Quiylii3QIBQM,Somewhat,paint,No,No,AI art generally,No,3.0,1.0,1.0,,,1.0,3.0,50-64,No,Male,False,False,False,False,False,False,False,True,False,False,False
235,2023-09-16 14:19:45,2023-09-16 14:26:42,R_3KQ18gEsd3g1GJU,Somewhat,writing,I’m not sure,No,AI art generally,No,1.0,,1.0,,3.0,1.0,,65 or older,No,Non-binary,False,False,False,False,False,True,False,False,False,False,False
236,2023-09-16 18:34:19,2023-09-16 18:38:31,R_Dl8Y4br8QagynqF,Somewhat,Photography,Yes,No,AI art generally,Yes,2.0,2.0,2.0,Programs and foundations to train and support burgeoning artists.,,2.0,2.0,30-49,No,Non-binary,False,False,False,True,False,False,False,False,False,False,False
237,2023-09-16 18:40:35,2023-09-16 18:43:29,R_2So9aWIR1Rnbu9r,Yes,paint,Yes,Yes,AI art generally,Yes,,,3.0,,,,3.0,30-49,No,Male,False,False,False,False,False,False,False,True,False,False,False
238,2023-09-16 18:52:54,2023-09-16 19:03:16,R_1q7Csl2BWAhzOOG,Yes,paint,No,No,AI art generally,Yes,1.0,3.0,1.0,,3.0,1.0,3.0,18 - 29,No,Non-binary,False,False,False,False,False,False,True,False,False,False,False
239,2023-09-16 20:10:19,2023-09-16 20:21:14,R_27pzrzsI0Y6fnTl,Somewhat,paint,Yes,No,AI art generally,I don't know,,,1.0,,2.0,3.0,,30-49,No,Non-binary,False,False,False,False,True,False,False,False,False,False,False
240,2023-09-16 20:21:43,2023-09-16 20:31:10,R_1NEzUPnLzvNdAs5,Yes,paint,Yes,Yes,AI art generally,Yes,1.0,,1.0,,3.0,3.0,1.0,30-49,No,Male,False,False,False,False,False,False,False,True,False,False,False
241,2023-09-16 20:35:32,2023-09-16 20:39:10,R_3jSf2zcOJPsbV9D,Somewhat,Photography,Yes,Yes,AI art generally,Yes,3.0,3.0,3.0,,3.0,3.0,,30-49,No,Male,False,False,False,True,False,False,False,False,False,False,False
242,2023-09-15 11:26:44,2023-09-15 11:28:15,R_1otKF3gWgRME3GK,Yes,other,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
243,2023-09-15 11:30:24,2023-09-15 11:33:04,R_2QileXriDMy7kL2,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
244,2023-09-15 12:26:56,2023-09-15 12:29:44,R_8Clj8Vm1aDG9a7L,Somewhat,writing,No,No,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
245,2023-09-15 12:32:09,2023-09-15 12:35:17,R_2WBuejH83mtKY5x,Somewhat,craft,Yes,No,AI art generally,No,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
246,2023-09-15 12:37:49,2023-09-15 12:39:20,R_1mxBMppn12teDbu,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
247,2023-09-15 12:37:37,2023-09-15 12:41:36,R_2Bbok53nGN9UP6q,Somewhat,Photography,Yes,No,AI_Deeplearning_GANS,No,,2.0,1.0,,,,,,,,False,False,False,True,False,False,False,False,False,False,False
248,2023-09-15 12:49:58,2023-09-15 12:50:51,R_2pRby4AWbMEPRKM,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
249,2023-09-15 12:52:39,2023-09-15 12:54:21,R_116hDV5PbDB8Jbr,Yes,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
250,2023-09-15 12:54:06,2023-09-15 12:55:57,R_ZjBfCfeywnJFudX,Somewhat,other,,,none,No,1.0,3.0,2.0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
251,2023-09-15 13:03:18,2023-09-15 13:03:26,R_12nxD4dlbU2tmC6,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
252,2023-09-15 13:02:37,2023-09-15 13:04:08,R_3iKm2jx1ke2dTED,Somewhat,tattoo,Yes,No,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
253,2023-09-15 12:57:17,2023-09-15 13:04:51,R_cT3fzAkyLOVJR4d,Somewhat,Photography,No,No,text to image,Yes,2.0,2.0,2.0,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
254,2023-09-15 13:04:15,2023-09-15 13:05:28,R_2w0Hwu3lhz6tgGN,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
255,2023-09-15 13:07:36,2023-09-15 13:07:52,R_DzRzVD4iEOJAVxL,Yes,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
256,2023-09-15 13:07:25,2023-09-15 13:08:09,R_3HozTbcq0wICkK6,Somewhat,paint,I’m not sure,Prefer not to respond,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
257,2023-09-15 13:08:30,2023-09-15 13:08:38,R_2aeQa6x8QTGrffY,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
258,2023-09-15 13:21:40,2023-09-15 13:23:24,R_3hxXmrnqXB8poX4,Somewhat,Photography,No,No,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
259,2023-09-15 13:22:07,2023-09-15 13:23:31,R_R4TX49FL5tC0Cid,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
260,2023-09-15 13:22:49,2023-09-15 13:25:17,R_1P14zOTjBI2mC9N,Somewhat,drawing,Yes,No,text to image,No,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
261,2023-09-16 18:49:44,2023-09-16 18:54:47,R_2TWP4d0d10TUqmE,Somewhat,not artist,Yes,No,none,No,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
262,2023-09-16 20:25:37,2023-09-16 20:25:52,R_3qsNR1Cdmnm3hTB,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
263,2023-03-25 11:32:46,2023-03-25 11:38:58,R_2EtQw3uk6jXXKp6,Yes,Photography,Yes,Yes,AI_Deeplearning_GANS,Yes,,,,,3.0,2.0,,30-49,No,Non-binary,False,False,False,False,False,False,False,True,False,False,False
264,2023-03-25 12:42:07,2023-03-25 12:47:44,R_2e8MLqUKHU9qswA,Yes,craft,Yes,Yes,AI art generally,No,1.0,2.0,2.0,"I'm not sure yet. I do think that if you are using someone else's work, there should be a financial contribution. I'm still learning about this",3.0,2.0,,50-64,No,Female,False,False,False,False,False,False,False,True,False,False,False
265,2023-03-25 12:44:18,2023-03-25 12:48:29,R_3s4YrBz3KNhpBaE,Yes,digital,Yes,Yes,AI_Deeplearning_GANS,Yes,1.0,1.0,1.0,,3.0,2.0,,50-64,No,Female,False,False,False,False,False,False,True,False,False,False,False
266,2023-03-25 13:21:47,2023-03-25 13:26:57,R_3jciIOg5US4tHUt,No,not artist,Yes,No,AI art generally,Yes,2.0,1.0,1.0,,3.0,,1.0,18 - 29,No,Male,False,False,False,False,True,False,False,False,False,False,False
267,2023-03-25 14:44:13,2023-03-25 14:50:15,R_2RQbfZRc0Movh0g,Yes,paint,Yes,Yes,AI art generally,Yes,1.0,1.0,1.0,,,3.0,1.0,18 - 29,No,Female,False,False,True,False,False,False,False,False,False,False,False
268,2023-03-25 15:47:08,2023-03-25 15:54:47,R_1r7hfeU1pyfjfRZ,Yes,paint,Yes,Yes,AI art generally,No,1.0,2.0,1.0,,3.0,,,30-49,No,Non-binary,False,False,False,False,False,False,False,False,True,False,False
269,2023-03-25 16:55:47,2023-03-25 17:15:32,R_2pK19CdgfBJgsYy,Yes,digital,Yes,Yes,AI art generally,No,2.0,2.0,1.0,"Funnel it back into support the arts, but honestly so much is already fucked up with the system so let’s get it to housing ppl too",3.0,2.0,2.0,30-49,No,Female,False,False,False,False,True,False,False,False,False,False,False
270,2023-03-25 18:29:02,2023-03-25 18:32:32,R_29n2dsyKRDkiMur,Somewhat,designer,Yes,No,AI art generally,Yes,1.0,,1.0,,3.0,2.0,,30-49,No,Male,False,False,False,False,False,True,False,False,False,False,False
271,2023-03-26 8:58:53,2023-03-26 9:02:34,R_1kG06CGqMmymPfW,Yes,Photography,Yes,Yes,AI art generally,Yes,1.0,,2.0,Art Education,3.0,,1.0,30-49,No,Male,False,False,False,False,True,False,False,False,False,False,False
272,2023-03-26 11:31:40,2023-03-26 11:39:17,R_3G95yAtqHVpCW8t,Yes,digital,Yes,Yes,AI art generally,Yes,,,,,3.0,3.0,2.0,65 or older,No,Female,True,False,False,False,False,False,False,False,False,False,False
273,2023-03-26 20:30:17,2023-03-26 20:34:02,R_2cdDeoRIcqCBkxP,Yes,designer,Yes,No,AI art generally,Yes,3.0,1.0,1.0,,1.0,3.0,1.0,30-49,Yes,Male,False,False,True,False,False,False,False,False,False,False,False
274,2023-03-27 6:57:37,2023-03-27 7:08:44,R_2YSs4KMUcMzSMvq,Yes,digital,Yes,Yes,AI art generally,Yes,,1.0,1.0,,1.0,2.0,2.0,50-64,No,Male,False,True,False,False,False,False,False,False,False,False,False
275,2023-03-27 11:44:16,2023-03-27 11:48:40,R_2AGUVz9pHSHo0Zy,Yes,craft,Yes,Yes,AI art generally,No,1.0,3.0,1.0,,3.0,2.0,1.0,65 or older,No,Female,False,False,False,False,False,False,False,False,True,False,False
276,2023-03-25 18:14:54,2023-03-27 12:32:29,R_1BYmEL9dO5htVK2,Yes,paint,Yes,Prefer not to respond,AI art generally,I don't know,2.0,2.0,1.0,,3.0,2.0,2.0,18 - 29,No,Non-binary,False,False,False,False,True,False,False,False,False,False,False
277,2023-03-27 12:41:54,2023-03-27 13:01:44,R_D1QUS1fZEw3juwN,Yes,paint,Yes,Yes,AI art generally,No,2.0,2.0,2.0,,2.0,2.0,2.0,30-49,No,Male,False,True,False,False,False,False,False,False,False,False,False
278,2023-03-28 8:43:17,2023-03-28 8:48:53,R_3I3KcYmUS66DpOG,Yes,writing,Yes,No,AI art generally,No,1.0,2.0,2.0,,3.0,2.0,,65 or older,Yes,Male,False,False,False,False,False,False,False,False,False,True,False
279,2023-03-28 14:19:30,2023-03-28 14:29:03,R_2zMksWSoLSWqYsi,Yes,paint,Yes,Yes,AI art generally,Yes,2.0,2.0,1.0,,,2.0,2.0,30-49,No,Male,False,True,False,False,False,False,False,False,False,False,False
280,2023-03-30 7:48:28,2023-03-30 7:53:46,R_1LRoS7Xd8BnsAfy,Yes,other,No,Yes,AI art generally,No,1.0,1.0,1.0,,3.0,2.0,3.0,30-49,No,Female,False,False,False,False,False,False,True,False,False,False,False
281,2023-03-30 7:49:21,2023-03-30 8:55:46,R_2saI5UvxuX28vbd,Yes,music,Yes,No,AI_Deeplearning_GANS,No,1.0,,1.0,,3.0,1.0,3.0,30-49,No,Female,False,False,False,False,False,False,False,False,True,False,False
282,2023-03-30 12:31:10,2023-03-30 12:33:29,R_3k1X4zgHAK8ErPv,Yes,paint,Yes,Yes,AI art generally,Yes,3.0,1.0,3.0,,3.0,3.0,,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
283,2023-03-30 16:02:41,2023-03-30 16:09:18,R_usuDV41hblCO14l,Yes,paint,No,Prefer not to respond,AI art generally,No,1.0,2.0,1.0,,,1.0,3.0,65 or older,No,Female,False,False,False,False,False,False,True,False,False,False,False
284,2023-03-31 6:32:36,2023-03-31 6:40:24,R_22XORC3FXbbu1x1,Yes,designer,Yes,Yes,AI art generally,No,1.0,2.0,2.0,,3.0,2.0,,50-64,No,Male,False,False,False,False,False,False,False,True,False,False,False
285,2023-03-31 17:41:12,2023-03-31 17:48:54,R_27gviS4EveWvdwE,Yes,paint,Yes,No,AI art generally,No,1.0,3.0,1.0,"Arts programs in public schools- so students have access to arts programs that might not otherwise be funded and have the opportunity to appreciate the process of art beyond profit, and make their own.",,1.0,3.0,18 - 29,No,Female,False,False,False,False,False,False,False,False,True,False,False
286,2023-03-31 18:51:10,2023-03-31 19:18:45,R_3iO61LfdwoWnXVS,Yes,paint,Yes,No,AI art generally,No,1.0,1.0,,,,1.0,3.0,18 - 29,No,Female,False,False,False,False,True,False,False,False,False,False,False
287,2023-03-31 20:45:18,2023-03-31 20:49:04,R_3IQCuNpaxJz9dKt,Yes,writing,Yes,Yes,AI art generally,No,1.0,3.0,1.0,Subsidize arts for public schools,3.0,1.0,3.0,18 - 29,No,Male,False,False,False,False,False,False,False,False,True,False,False
288,2023-03-31 20:45:14,2023-03-31 20:51:01,R_2zVk9W9lABIqBXT,Yes,writing,Yes,No,AI art generally,Yes,1.0,3.0,1.0,,3.0,1.0,3.0,18 - 29,No,Female,False,False,False,False,False,False,True,False,False,False,False
289,2023-04-01 10:48:09,2023-04-01 10:59:27,R_3fj8KW3Jpz2jnEX,Yes,paint,Yes,Yes,AI art generally,No,2.0,2.0,1.0,,2.0,3.0,1.0,30-49,No,Male,False,False,False,False,False,False,False,False,True,False,False
290,2023-03-25 16:22:28,2023-03-25 16:23:07,R_1M4jLX3UtdqxHoo,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
291,2023-04-01 5:59:18,2023-04-01 16:40:28,R_3rtSmrtB52HbkGJ,Yes,Photography,Yes,Yes,AI art generally,No,1.0,1.0,,N/a,3.0,2.0,1.0,30-49,No,Female,False,False,False,True,False,False,False,False,False,False,False
292,2023-04-01 16:57:59,2023-04-01 17:04:18,R_27sygz9vjWYKBlk,Yes,paint,Yes,Yes,AI art generally,Yes,,1.0,1.0,,,,2.0,30-49,Yes,Male,True,False,False,False,False,False,False,False,False,False,False
293,2023-04-01 17:23:19,2023-04-01 17:32:57,R_3HnPWUFWxtWguni,Yes,paint,Yes,No,AI art generally,Yes,1.0,1.0,1.0,,3.0,3.0,2.0,30-49,No,Female,False,False,True,False,False,False,False,False,False,False,False
294,2023-04-02 21:33:57,2023-04-02 21:39:36,R_1CsGVH6wN1JXIn7,Yes,paint,Yes,Yes,AI art generally,No,1.0,,1.0,,3.0,2.0,,30-49,No,Female,False,False,False,False,True,False,False,False,False,False,False
295,2023-03-27 7:40:07,2023-03-27 7:44:32,R_2v874do1zniAVYx,Yes,writing,Yes,Yes,AI art generally,No,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
296,2023-04-03 8:57:41,2023-04-03 9:09:13,R_1qdKZgTWmXvpoAG,Yes,music,Yes,Yes,AI art generally,No,1.0,1.0,1.0,,3.0,,1.0,30-49,No,Male,False,False,False,False,False,False,False,True,False,False,False
297,2023-04-03 9:19:55,2023-04-03 9:23:54,R_24e2FZpikjIs8m9,Yes,paint,Yes,Yes,AI art generally,Yes,2.0,2.0,1.0,,3.0,3.0,2.0,50-64,No,Male,False,False,False,False,True,False,False,False,False,False,False
298,2023-03-27 11:34:12,2023-03-27 11:37:39,R_1eCzhpTLdkYvjAi,Yes,sculpture,Yes,Yes,none,No,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
299,2023-04-03 21:33:51,2023-04-03 21:38:12,R_3s6ShJj7CW4DSJ4,Somewhat,maker,Yes,No,AI art generally,Yes,2.0,2.0,1.0,,,2.0,2.0,65 or older,No,Male,False,False,False,False,True,False,False,False,False,False,False
300,2023-04-04 1:33:54,2023-04-04 1:40:15,R_32VBmoWvWHptwzv,Yes,paint,Yes,Yes,AI art generally,Yes,1.0,1.0,1.0,,2.0,3.0,3.0,50-64,No,Female,False,False,False,False,True,False,False,False,False,False,False
301,2023-04-04 6:48:19,2023-04-04 6:56:31,R_3fwanSTC4OJ3EyB,Somewhat,Photography,Yes,No,AI art generally,Yes,2.0,2.0,1.0,,,2.0,,50-64,No,Male,False,False,False,False,False,False,False,False,True,False,False
302,2023-04-01 16:07:19,2023-04-04 16:45:57,R_1Om0CN3s1iqLvwt,Yes,paint,Yes,Yes,AI art generally,Yes,2.0,1.0,1.0,,,2.0,,30-49,No,Non-binary,False,True,False,False,False,False,False,False,False,False,False
303,2023-04-05 7:54:21,2023-04-05 8:01:18,R_1hJSgsaOLmsLvOC,Yes,paint,Yes,Prefer not to respond,AI art generally,I don't know,1.0,2.0,2.0,Instiutions that encourage/facilitate the making of or learning about art,3.0,2.0,,18 - 29,No,Non-binary,False,False,False,False,True,False,False,False,False,False,False
304,2023-04-05 9:36:46,2023-04-05 9:40:10,R_2U6l5WMjVGgECRC,Yes,paint,Yes,No,AI art generally,No,1.0,2.0,1.0,,3.0,1.0,3.0,18 - 29,No,Female,False,False,False,False,True,False,False,False,False,False,False
305,2023-04-05 18:21:58,2023-04-05 18:31:02,R_4YkCIgZFijtppmx,Yes,craft,Yes,Yes,AI art generally,No,2.0,1.0,1.0,,,2.0,,30-49,No,Female,False,False,False,False,True,False,False,False,False,False,False
306,2023-04-05 18:42:39,2023-04-05 18:48:45,R_2UaNWXrs5sUc4Ua,Somewhat,not artist,Yes,No,AI art generally,No,1.0,2.0,,,,1.0,,18 - 29,No,Female,False,False,False,False,False,False,False,True,False,False,False
307,2023-04-06 9:10:04,2023-04-06 9:16:50,R_3mlAsc562iOHr79,Yes,paint,Yes,Yes,AI art generally,No,1.0,1.0,1.0,,3.0,1.0,3.0,30-49,No,Female,False,False,False,False,False,False,True,False,False,False,False
308,2023-04-06 9:29:43,2023-04-06 9:33:16,R_25H2E9VVAnQS10A,Yes,writing,Yes,Yes,AI art generally,Yes,1.0,2.0,1.0,,3.0,1.0,3.0,30-49,No,Female,False,False,False,False,False,True,False,False,False,False,False
309,2023-04-06 9:30:45,2023-04-06 9:35:32,R_1GDBMYSe82IeuRA,Yes,Photography,Yes,Yes,AI art generally,Yes,,2.0,,,2.0,,1.0,30-49,No,Female,False,False,False,False,False,False,False,False,True,False,False
310,2023-04-06 9:36:28,2023-04-06 9:41:29,R_2sXWR65yYvwcOhl,Yes,writing,Yes,Yes,AI art generally,No,1.0,,1.0,,3.0,1.0,2.0,30-49,No,Female,False,False,False,False,False,False,False,False,True,False,False
311,2023-04-06 9:39:40,2023-04-06 9:42:10,R_aeORva9HvgLCL3b,Yes,writing,Yes,Yes,AI_Deeplearning_GANS,Yes,3.0,1.0,1.0,,1.0,3.0,1.0,30-49,No,Female,True,False,False,False,False,False,False,False,False,False,False
312,2023-04-06 9:19:25,2023-04-06 9:43:48,R_11ZrhA5KTFuDWTx,Somewhat,paint,Yes,No,AI art generally,I don't know,1.0,,1.0,"The original works by artists were created with their own art supplies (eg tablets). Purchasing those art supplies requires funding, although some artists earn money by selling their art (therefore they are able to invest in art supplies)some do not sell theirs but still want share their art with the people). AI then uses those art. I think it is almost like ‘’discrediting” and “robbing” the artists. The point is, money is still needed to create art, no matter how much. AI being fed with art freely doesn’t help support the artists. The artists work that are used should be recognized and supported with payment so they may gain some profit. Hence, taxing. Does this make any sense?",,2.0,2.0,18 - 29,Yes,Female,False,False,False,False,False,False,False,False,False,False,True
313,2023-04-06 9:43:29,2023-04-06 9:49:32,R_3PhR6ixy9y1uePX,Somewhat,paint,Yes,No,AI art generally,Yes,1.0,3.0,1.0,,3.0,1.0,3.0,18 - 29,No,Female,False,False,False,False,False,False,True,False,False,False,False
314,2023-04-06 9:38:38,2023-04-06 9:50:25,R_1rdFT5qK7ePA8x9,Yes,Photography,Yes,No,AI art generally,Yes,,1.0,1.0,,3.0,3.0,1.0,18 - 29,No,Male,False,False,False,False,True,False,False,False,False,False,False
315,2023-04-06 9:47:19,2023-04-06 9:53:20,R_Y65C7jB1wOxKPbH,Yes,maker,Yes,No,AI art generally,Yes,1.0,1.0,1.0,,3.0,1.0,3.0,30-49,No,Male,False,False,False,False,False,False,True,False,False,False,False
316,2023-04-06 9:50:42,2023-04-06 9:54:10,R_2Xmn6vK6B8CiumG,Yes,writing,Yes,Yes,AI_Deeplearning_GANS,Yes,1.0,,1.0,,3.0,1.0,3.0,30-49,No,Female,False,False,False,False,False,False,True,False,False,False,False
317,2023-04-06 9:55:49,2023-04-06 9:59:46,R_89cERkG5FMxycPT,Yes,writing,Yes,Yes,AI art generally,Yes,3.0,1.0,1.0,,,2.0,,50-64,No,Male,False,False,True,False,False,False,False,False,False,False,False
318,2023-04-06 9:51:51,2023-04-06 10:03:16,R_12u64Td8X76YrZF,Yes,Photography,Yes,Yes,AI art generally,Yes,1.0,1.0,2.0,,3.0,,,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
319,2023-04-06 9:57:36,2023-04-06 10:03:37,R_3lA18fnLo0b74jG,Yes,Photography,Yes,Yes,AI art generally,Yes,1.0,,1.0,,3.0,1.0,3.0,50-64,Yes,Female,False,False,False,False,False,False,True,False,False,False,False
320,2023-04-06 10:04:12,2023-04-06 10:07:30,R_1nYCPXYqn6149JA,Yes,writing,Yes,Yes,AI art generally,No,1.0,3.0,1.0,,3.0,1.0,3.0,30-49,No,Male,False,False,False,False,True,False,False,False,False,False,False
321,2023-04-06 9:41:52,2023-04-06 10:13:00,R_OBXjx8U9FnmqLhT,Yes,writing,Yes,Yes,AI art generally,Yes,1.0,1.0,1.0,,,1.0,,30-49,No,Female,False,False,False,False,True,False,False,False,False,False,False
322,2023-04-06 10:22:00,2023-04-06 10:24:37,R_pFcroDgSLBZ0BoJ,Yes,writing,Yes,Yes,AI art generally,No,1.0,3.0,1.0,,3.0,1.0,3.0,50-64,No,Female,False,False,False,False,False,False,True,False,False,False,False
323,2023-04-06 10:24:14,2023-04-06 10:26:43,R_3kh2LHz3n4DMe7h,Yes,writing,Yes,Yes,AI art generally,No,1.0,1.0,1.0,,2.0,2.0,,50-64,No,Male,False,False,False,False,False,False,True,False,False,False,False
324,2023-04-06 10:31:14,2023-04-06 10:34:47,R_2YYu1Eu8FEdsDc7,Yes,paint,Yes,Yes,AI art generally,No,,,1.0,,3.0,1.0,,30-49,No,Male,False,False,False,False,False,True,False,False,False,False,False
325,2023-04-06 10:28:39,2023-04-06 10:35:07,R_2DOEpUe4D4uPeWF,Yes,paint,Yes,Yes,AI art generally,Yes,2.0,2.0,2.0,General,,3.0,1.0,30-49,No,Male,False,False,False,False,False,False,False,False,False,False,True
326,2023-03-30 10:30:28,2023-03-30 10:37:29,R_bJDPqpMobqByBd7,No,,Yes,No,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
327,2023-04-06 10:36:43,2023-04-06 10:40:20,R_2YSsSk64SqlXAnb,Yes,writing,Yes,Yes,AI art generally,Yes,1.0,2.0,1.0,Art programs,3.0,1.0,3.0,50-64,No,Male,False,False,False,False,True,False,False,False,False,False,False
328,2023-04-06 10:37:58,2023-04-06 10:44:55,R_PBz9zy40VoGDL0t,Yes,craft,Yes,Yes,AI art generally,No,1.0,1.0,1.0,,3.0,1.0,3.0,30-49,No,Female,False,False,False,False,True,False,False,False,False,False,False
329,2023-04-06 10:40:47,2023-04-06 10:45:48,R_TpHMSDibcMhE7JL,Yes,paint,Yes,Prefer not to respond,AI art generally,No,1.0,,1.0,,3.0,1.0,3.0,18 - 29,No,Female,False,False,False,False,True,False,False,False,False,False,False
330,2023-04-06 10:44:54,2023-04-06 10:48:09,R_2QumdtZvYssq08t,Somewhat,writing,Yes,No,AI art generally,Yes,2.0,2.0,2.0,,,,,30-49,No,Female,False,False,False,True,False,False,False,False,False,False,False
331,2023-04-06 10:43:43,2023-04-06 10:51:23,R_3PQOHnA9SCsRm3V,Yes,sculpture,Yes,Yes,AI art generally,No,1.0,2.0,1.0,,3.0,1.0,2.0,65 or older,No,Male,False,False,False,False,False,False,False,False,True,False,False
332,2023-04-06 9:27:08,2023-04-06 10:51:51,R_2ypCDbwlhYDi18j,Yes,designer,Yes,Yes,AI art generally,Yes,1.0,3.0,2.0,,3.0,3.0,1.0,30-49,No,Male,False,False,True,False,False,False,False,False,False,False,False
333,2023-04-06 10:55:11,2023-04-06 10:58:59,R_3R2DyKwW2jtNtKT,Yes,paint,Yes,No,AI art generally,No,1.0,,1.0,,3.0,1.0,,18 - 29,No,Female,False,False,False,False,False,True,False,False,False,False,False
