StartDate,EndDate,ResponseId,Q4,Q5,Q5_24_TEXT,Q7,Q51,Q9,Q10,Q37,Q38,Q39,Q42,Q42_15_TEXT,Q31,Q44,Q46,Q48,Q23,Q24,Q25
2023-03-28 8:43:17,2023-03-28 8:48:53,R_3I3KcYmUS66DpOG,Yes,"Writing ,Music ",,Yes,No,AI art generally,No,Disagree,Neutral,Neutral,A portion of any profit made,,,Strongly agree,Neutral,Agree,65 or older,Yes,Male
2023-03-28 14:19:30,2023-03-28 14:29:03,R_2zMksWSoLSWqYsi,Yes,"Paint,Sculpture ",,Yes,Yes,AI art generally,Yes,Neutral,Neutral,Strongly disagree,"Other, please specify",i should be compensated if results are used commercially but i should also have the choice to deny the use of work that is “too similar” to be used. for profit use should ask permission and then compensate accordingly if we move forward.,,Agree,Neutral,Neutral,30-49,No,Male
2023-03-30 7:48:28,2023-03-30 7:53:46,R_1LRoS7Xd8BnsAfy,Yes,"Other, please specify",Upcycled Mosaics (Mixed Media),No,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Strongly disagree,Strongly disagree,Strongly disagree,"I don't need to profit,I would not feel comfortable with any of the options listed above,Other, please specify",My art isn’t duplicatable by AI,,Strongly agree,Neutral,Strongly agree,30-49,No,Female
2023-03-30 7:49:21,2023-03-30 8:55:46,R_2saI5UvxuX28vbd,Yes,"Drawing,Music ",,Yes,No,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Strongly disagree,Agree,Disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Disagree,Strongly agree,30-49,No,Female
2023-03-30 12:31:10,2023-03-30 12:33:29,R_3k1X4zgHAK8ErPv,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly agree,Strongly disagree,Strongly agree,"I would donate the use of my artwork to train AI art models (no compensation),I don't need to profit",,,Strongly agree,Strongly agree,Agree,30-49,No,Male
2023-03-30 16:02:41,2023-03-30 16:09:18,R_usuDV41hblCO14l,Yes,"Paint,Drawing,Graphic design ,Sculpture ",,No,Prefer not to respond,AI art generally,No,Strongly disagree,Neutral,Disagree,I would not feel comfortable with any of the options listed above,,,Agree,Strongly disagree,Strongly agree,65 or older,No,Female
2023-03-31 6:32:36,2023-03-31 6:40:24,R_22XORC3FXbbu1x1,Yes,"Drawing,Graphic design ,Illustration ,Designer ",,Yes,Yes,AI art generally,No,Disagree,Neutral,Neutral,A portion of any profit from people who profit from derivative works made using the model,,,Strongly agree,Neutral,Agree,50-64,No,Male
2023-03-31 17:41:12,2023-03-31 17:48:54,R_27gviS4EveWvdwE,Yes,"Paint,Drawing,Graphic design ,Illustration ",,Yes,No,"AI art generally,Large Language Models,Text-to-image models",No,Strongly disagree,Strongly agree,Disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model),Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,"Arts programs in public schools- so students have access to arts programs that might not otherwise be funded and have the opportunity to appreciate the process of art beyond profit, and make their own.",Agree,Strongly disagree,Strongly agree,18 - 29,No,Female
2023-03-31 18:51:10,2023-03-31 19:18:45,R_3iO61LfdwoWnXVS,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ,Craft",,Yes,No,"AI art generally,Text-to-image models",No,Disagree,Disagree,Agree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A flat fee from the model creators, for the use of my artwork as training data",,,Agree,Strongly disagree,Strongly agree,18 - 29,No,Female
2023-03-31 20:45:18,2023-03-31 20:49:04,R_3IQCuNpaxJz9dKt,Yes,"Writing ,Music ,Performance ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Strongly disagree,Strongly agree,Strongly disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model),Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,Subsidize arts for public schools,Strongly agree,Strongly disagree,Strongly agree,18 - 29,No,Male
2023-03-31 20:45:14,2023-03-31 20:51:01,R_2zVk9W9lABIqBXT,Yes,"Writing ,Music ,Performance ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",Yes,Strongly disagree,Strongly agree,Strongly disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Strongly disagree,Strongly agree,18 - 29,No,Female
2023-04-01 10:48:09,2023-04-01 10:59:27,R_3fj8KW3Jpz2jnEX,Yes,"Paint,Drawing,Tattoo,Graphic design ,Illustration ,Sculpture ,Craft,Maker,Designer ,Other, please specify",Ceremonial Arts,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Neutral,Neutral,Strongly disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,Other, please specify","Due to copyright laws and legal contracts it would all depend on the agreements between parties. Either this be derivatives, royalties or in the for of block chain smart contracts. If work is generative I believe derivatives and royalties best serve the artists and generative platforms. Flat Fees are very limiting in terms of generative technologies.",,Neutral,Strongly agree,Disagree,30-49,No,Male
2023-03-25 16:22:28,2023-03-25 16:23:07,R_1M4jLX3UtdqxHoo,,,,,,,,,,,,,,,,,,,
2023-04-01 5:59:18,2023-04-01 16:40:28,R_3rtSmrtB52HbkGJ,Yes,"Photography,Graphic design ,Illustration ,Craft",,Yes,Yes,"AI art generally,Text-to-image models",No,Disagree,Disagree,Agree,"A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model),Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,N/a,Strongly agree,Neutral,Strongly disagree,30-49,No,Female
2023-04-01 16:57:59,2023-04-01 17:04:18,R_27sygz9vjWYKBlk,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ,Textile ,Cinematography ,Sculpture ,Craft,Maker,Designer ,Architecture,Writing ,Music ,Performance ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Agree,Disagree,Strongly disagree,I don't need to profit,,,Agree,Agree,Neutral,30-49,Yes,Male
2023-04-01 17:23:19,2023-04-01 17:32:57,R_3HnPWUFWxtWguni,Yes,"Paint,Drawing,Tattoo,Graphic design ,Sculpture ,Craft,Maker,Writing ,Music ,Performance ",,Yes,No,AI art generally,Yes,Strongly disagree,Strongly disagree,Strongly disagree,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly agree,Strongly agree,Neutral,30-49,No,Female
2023-04-02 21:33:57,2023-04-02 21:39:36,R_1CsGVH6wN1JXIn7,Yes,"Photography,Paint,Drawing,Illustration ,Textile ,Maker",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Disagree,Agree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Neutral,Agree,30-49,No,Female
2023-03-27 7:40:07,2023-03-27 7:44:32,R_2v874do1zniAVYx,Yes,"Writing ,Music ,Performance ",,Yes,Yes,"AI art generally,Large Language Models,Text-to-image models",No,,,,,,,,,,,,
2023-04-03 8:57:41,2023-04-03 9:09:13,R_1qdKZgTWmXvpoAG,Yes,Music,,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Disagree,Disagree,Disagree,"A portion of any profit made,A portion of any profit from people who profit from derivative works made using the model,Other, please specify",I think that artists aren't compensated through royalties or flat fees to train AI models is very problematic. Artists should be compensated for their work being used to train AI models and/or profit sharing for derivative works.,,Strongly agree,Agree,Disagree,30-49,No,Male
2023-04-03 9:19:55,2023-04-03 9:23:54,R_24e2FZpikjIs8m9,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ,Designer ,Music ,Performance ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Neutral,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly agree,Strongly agree,Neutral,50-64,No,Male
2023-03-27 11:34:12,2023-03-27 11:37:39,R_1eCzhpTLdkYvjAi,Yes,Sculpture,,Yes,Yes,None of the above,No,,,,,,,,,,,,
2023-04-03 21:33:51,2023-04-03 21:38:12,R_3s6ShJj7CW4DSJ4,Somewhat,"Photography,Drawing,Other, please specify",Woodworking,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Neutral,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Agree,Neutral,Neutral,65 or older,No,Male
2023-04-04 1:33:54,2023-04-04 1:40:15,R_32VBmoWvWHptwzv,Yes,"Photography,Paint,Drawing,Graphic design ,Textile ,Sculpture ,Craft,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Strongly disagree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Neutral,Strongly agree,Strongly agree,50-64,No,Female
2023-04-04 6:48:19,2023-04-04 6:56:31,R_3fwanSTC4OJ3EyB,Somewhat,"Photography,Drawing,Graphic design ,Cinematography ,Music ,Performance ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Neutral,Strongly disagree,"A portion of any profit made,A portion of any profit made From the model creators",,,Agree,Neutral,Agree,50-64,No,Male
2023-04-01 16:07:19,2023-04-04 16:45:57,R_1Om0CN3s1iqLvwt,Yes,"Photography,Paint,Drawing,Graphic design ,Illustration ,Writing ,Music ,Performance ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Disagree,Strongly disagree,"Other, please specify","I feel like this discussion is almost beside the point as of 2023, when it has already proven impossible to properly track attribution and redistribute compensation to any artist whose work was (probably illegally) scraped to feed the AI models used to make ""derivatives"" that often truly aren't (due to often-spurious or even impossible-to-prove correlations between individual artist styles, genre norms, and model outputs).  I love the idea of everybody making passive income for their contributions to the commons but as AI art becomes more popular it will just drive the price of art down generally, making a creative living even harder than it is...we're all getting automated out of jobs, not just the artists, and the real issue is how all of this just helps condense all economic value in the hands of sociopathic tech barons who refuse to acknowledge they owe anybody anything for their obscene wealth. We're all complicit in this BS, too.  And perfect systems that keep IP regulated in perpetuity mean the commons will eventually evaporate entirely and end up in the hands of like five people licensing our own lives back to us. I'm not aware of ANYBODY bringing necessary rigor/nuance to these issues, no matter where they stand on these issues.",,Agree,Neutral,Agree,30-49,No,Non-binary
2023-04-05 7:54:21,2023-04-05 8:01:18,R_1hJSgsaOLmsLvOC,Yes,"Photography,Paint,Drawing,Graphic design ,Sculpture ,Craft,Maker,Jewelry ,Performance ",,Yes,Prefer not to respond,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",I don't know,Strongly disagree,Neutral,Neutral,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,Instiutions that encourage/facilitate the making of or learning about art,Strongly agree,Neutral,Agree,18 - 29,No,Non-binary
2023-04-05 9:36:46,2023-04-05 9:40:10,R_2U6l5WMjVGgECRC,Yes,"Paint,Drawing,Illustration ,Writing ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Strongly disagree,Neutral,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model)",,,Strongly agree,Strongly disagree,Strongly agree,18 - 29,No,Female
2023-04-05 18:21:58,2023-04-05 18:31:02,R_4YkCIgZFijtppmx,Yes,"Craft,Maker,Jewelry ",,Yes,Yes,AI art generally,No,Neutral,Strongly disagree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,A portion of any profit from people who profit from derivative works made using the model",,,Agree,Neutral,Agree,30-49,No,Female
2023-04-05 18:42:39,2023-04-05 18:48:45,R_2UaNWXrs5sUc4Ua,Somewhat,"Not an artist, but I am an art enthusiast  ",,Yes,No,AI art generally,No,Disagree,Neutral,Agree,A portion of any profit from people who profit from derivative works made using the model,,,Agree,Disagree,Agree,18 - 29,No,Female
2023-04-06 9:10:04,2023-04-06 9:16:50,R_3mlAsc562iOHr79,Yes,"Paint,Drawing,Tattoo,Graphic design ,Illustration ,Designer ,Architecture,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Strongly disagree,Strongly disagree,Disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Disagree,Strongly agree,30-49,No,Female
2023-04-06 9:29:43,2023-04-06 9:33:16,R_25H2E9VVAnQS10A,Yes,Writing,,Yes,Yes,"AI art generally,Text-to-image models",Yes,Strongly disagree,Neutral,Strongly disagree,"I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Strongly disagree,Strongly agree,30-49,No,Female
2023-04-06 9:30:45,2023-04-06 9:35:32,R_1GDBMYSe82IeuRA,Yes,"Photography,Drawing,Illustration ,Writing ",,Yes,Yes,"AI art generally,Text-to-image models",Yes,Agree,Neutral,Agree,"A portion of any profit made From the model creators,A flat fee from the model creators, for the use of my artwork as training data",,,Neutral,Agree,Disagree,30-49,No,Female
2023-04-06 9:36:28,2023-04-06 9:41:29,R_2sXWR65yYvwcOhl,Yes,"Writing ,Music ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Strongly disagree,Agree,Strongly disagree,"A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Strongly disagree,Neutral,30-49,No,Female
2023-04-06 9:39:40,2023-04-06 9:42:10,R_aeORva9HvgLCL3b,Yes,Writing,,Yes,Yes,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly agree,Disagree,Disagree,I don't need to profit,,,Strongly disagree,Strongly agree,Strongly disagree,30-49,No,Female
2023-04-06 9:19:25,2023-04-06 9:43:48,R_11ZrhA5KTFuDWTx,Somewhat,"Paint,Drawing,Graphic design ,Illustration ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",I don't know,Disagree,Agree,Disagree,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work,,"The original works by artists were created with their own art supplies (eg tablets). Purchasing those art supplies requires funding, although some artists earn money by selling their art (therefore they are able to invest in art supplies)some do not sell theirs but still want share their art with the people). AI then uses those art. I think it is almost like ‘’discrediting” and “robbing” the artists. The point is, money is still needed to create art, no matter how much. AI being fed with art freely doesn’t help support the artists. The artists work that are used should be recognized and supported with payment so they may gain some profit. Hence, taxing. Does this make any sense?",Agree,Neutral,Neutral,18 - 29,Yes,Female
2023-04-06 9:43:29,2023-04-06 9:49:32,R_3PhR6ixy9y1uePX,Somewhat,"Paint,Drawing,Textile ,Craft,Maker,Music ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Strongly agree,Disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Strongly disagree,Strongly agree,18 - 29,No,Female
2023-04-06 9:38:38,2023-04-06 9:50:25,R_1rdFT5qK7ePA8x9,Yes,"Photography,Drawing,Tattoo,Craft,Writing ",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Agree,Disagree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Strongly agree,Strongly agree,Strongly disagree,18 - 29,No,Male
2023-04-06 9:47:19,2023-04-06 9:53:20,R_Y65C7jB1wOxKPbH,Yes,"Maker,Designer ,Other, please specify","conceptual artist, creative software developer, woodworker",Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Strongly disagree,Strongly disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Strongly disagree,Strongly agree,30-49,No,Male
2023-04-06 9:50:42,2023-04-06 9:54:10,R_2Xmn6vK6B8CiumG,Yes,Writing,,Yes,Yes,"Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Disagree,Agree,Strongly disagree,"I would not feel comfortable with any of the options listed above,Other, please specify",I would not give permission for my writing to be used to train AI models,,Strongly agree,Strongly disagree,Strongly agree,30-49,No,Female
2023-04-06 9:55:49,2023-04-06 9:59:46,R_89cERkG5FMxycPT,Yes,Writing,,Yes,Yes,"AI art generally,Text-to-image models",Yes,Strongly agree,Disagree,Strongly disagree,I would donate the use of my artwork to train AI art models (no compensation),,,Agree,Neutral,Agree,50-64,No,Male
2023-04-06 9:51:51,2023-04-06 10:03:16,R_12u64Td8X76YrZF,Yes,"Photography,Graphic design ,Illustration ,Sculpture ,Craft,Maker,Designer ,Jewelry ,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Disagree,Disagree,Neutral,"I would donate the use of my artwork to train AI art models (no compensation),I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made",,,Strongly agree,Agree,Agree,30-49,No,Male
2023-04-06 9:57:36,2023-04-06 10:03:37,R_3lA18fnLo0b74jG,Yes,"Photography,Writing ,Music ,Performance ",,Yes,Yes,"AI art generally,Large Language Models,Text-to-image models",Yes,Strongly disagree,Agree,Strongly disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Strongly disagree,Strongly agree,50-64,Yes,Female
2023-04-06 10:04:12,2023-04-06 10:07:30,R_1nYCPXYqn6149JA,Yes,Writing,,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Strongly disagree,Strongly agree,Strongly disagree,"I don't need to profit,I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made",,,Strongly agree,Disagree,Strongly agree,30-49,No,Male
2023-04-06 9:41:52,2023-04-06 10:13:00,R_OBXjx8U9FnmqLhT,Yes,Writing,,Yes,Yes,"AI art generally,Text-to-image models",Yes,Strongly disagree,Disagree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Agree,Disagree,Agree,30-49,No,Female
2023-04-06 10:22:00,2023-04-06 10:24:37,R_pFcroDgSLBZ0BoJ,Yes,Writing,,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models",No,Strongly disagree,Strongly agree,Strongly disagree,I would not feel comfortable with any of the options listed above,,,Strongly agree,Strongly disagree,Strongly agree,50-64,No,Female
2023-04-06 10:24:14,2023-04-06 10:26:43,R_3kh2LHz3n4DMe7h,Yes,Writing,,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Strongly disagree,Disagree,Disagree,I would not feel comfortable with any of the options listed above,,,Neutral,Neutral,Agree,50-64,No,Male
2023-04-06 10:31:14,2023-04-06 10:34:47,R_2YYu1Eu8FEdsDc7,Yes,"Photography,Paint,Drawing,Craft",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs)",No,Agree,Agree,Disagree,"I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A portion of any profit from people who profit from derivative works made using the model",,,Strongly agree,Disagree,Agree,30-49,No,Male
2023-04-06 10:28:39,2023-04-06 10:35:07,R_2DOEpUe4D4uPeWF,Yes,"Photography,Paint,Drawing,Sculpture ,Craft,Maker,Designer ,Other, please specify","Antique and art dealer, artist ",Yes,Yes,"AI art generally,Large Language Models,Text-to-image models",Yes,Neutral,Neutral,Neutral,Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work,,General,Agree,Strongly agree,Disagree,30-49,No,Male
2023-03-30 10:30:28,2023-03-30 10:37:29,R_bJDPqpMobqByBd7,No,,,Yes,No,,,,,,,,,,,,,,
2023-04-06 10:36:43,2023-04-06 10:40:20,R_2YSsSk64SqlXAnb,Yes,Writing,,Yes,Yes,"AI art generally,Large Language Models,Text-to-image models",Yes,Strongly disagree,Neutral,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A portion of any profit made,A portion of any profit made From the model creators,A flat fee,A flat fee from the model creators, for the use of my artwork as training data,A flat fee For each derivative work sold (by anyone using the model),Companies and individuals should be subject to a new tax by the government if they profit from AI art trained on other people’s work",,Art programs,Strongly agree,Disagree,Strongly agree,50-64,No,Male
2023-04-06 10:37:58,2023-04-06 10:44:55,R_PBz9zy40VoGDL0t,Yes,"Textile ,Sculpture ,Craft,Maker,Other, please specify",Stained glass and mosaic,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Strongly disagree,Disagree,Strongly disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art,A flat fee from the model creators, for the use of my artwork as training data",,,Strongly agree,Strongly disagree,Strongly agree,30-49,No,Female
2023-04-06 10:40:47,2023-04-06 10:45:48,R_TpHMSDibcMhE7JL,Yes,"Paint,Drawing,Illustration ,Textile ,Craft",,Yes,Prefer not to respond,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Disagree,Agree,Disagree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art,I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Disagree,Strongly agree,18 - 29,No,Female
2023-04-06 10:44:54,2023-04-06 10:48:09,R_2QumdtZvYssq08t,Somewhat,Writing,,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Neutral,Neutral,"A flat fee from the model creators, for the use of my artwork as training data",,,Agree,Agree,Agree,30-49,No,Female
2023-04-06 10:43:43,2023-04-06 10:51:23,R_3PQOHnA9SCsRm3V,Yes,"Sculpture ,Jewelry ,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",No,Disagree,Neutral,Strongly disagree,"A portion of any profit made From the model creators,A flat fee from the model creators, for the use of my artwork as training data,Other, please specify","Those using my work to make a profit should compensate me. Whether that is a royalty on their sales, or a flat fee paid up front should be negotiated by contract. Taking my work without my express permission to train their programs is theft.",,Strongly agree,Disagree,Neutral,65 or older,No,Male
2023-04-06 9:27:08,2023-04-06 10:51:51,R_2ypCDbwlhYDi18j,Yes,"Graphic design ,Illustration ,Maker,Designer ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Strongly agree,Neutral,I would donate the use of my artwork to train AI art models (no compensation),,,Strongly agree,Strongly agree,Strongly disagree,30-49,No,Male
2023-04-06 10:55:11,2023-04-06 10:58:59,R_3R2DyKwW2jtNtKT,Yes,"Photography,Paint,Drawing,Craft,Maker",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Strongly disagree,Agree,Strongly disagree,"I don’t need to profit, but I don’t want anyone else to profit from my art",,,Strongly agree,Strongly disagree,Agree,18 - 29,No,Female
2023-04-06 11:04:40,2023-04-06 11:15:10,R_1hX7vk5zMjbh7Sq,Yes,"Photography,Sculpture ,Craft,Maker,Designer ,Architecture,Writing ",,Yes,No,AI art generally,No,Disagree,Disagree,Disagree,"A portion of any profit made,I would not feel comfortable with any of the options listed above",,,Strongly agree,Neutral,Neutral,65 or older,Yes,Male
2023-04-06 11:15:40,2023-04-06 11:19:18,R_Agj6zfCnI76i6B3,Yes,Writing,,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Neutral,Neutral,Neutral,A flat fee,,,Agree,Strongly agree,Neutral,30-49,No,Female
2023-04-06 11:33:11,2023-04-06 11:36:20,R_By6kL3tORMZZgl3,Yes,"Paint,Drawing,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly disagree,Strongly disagree,Strongly disagree,A portion of any profit made From the model creators,,,Agree,Strongly agree,Disagree,30-49,No,Male
2023-04-06 11:23:09,2023-04-06 11:40:11,R_BR01U7OEJVzFPnr,Yes,"Photography,Paint,Drawing,Illustration ,Designer ,Architecture",,Yes,No,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Text-to-image models",No,Agree,Disagree,Agree,"I don’t need to profit, but I don't want for-profit-companies to profit from my art",,,Strongly agree,Disagree,Agree,30-49,No,Female
2023-04-06 11:37:05,2023-04-06 11:40:26,R_2zON91LOTnOAocV,Somewhat,"Photography,Drawing,Graphic design ,Writing ",,Yes,Yes,"AI art generally,Artificial intelligence or deep learning algorithms, such as generative adversarial networks (GANs),Large Language Models,Text-to-image models",Yes,Strongly agree,Disagree,Strongly disagree,"I would donate the use of my artwork to train AI art models (no compensation),I don't need to profit",,,Strongly agree,Strongly agree,Disagree,50-64,No,Female
2023-04-06 11:35:28,2023-04-06 11:40:47,R_1q9cp7i4RzyLmd8,Yes,"Writing ,Music ,Performance ",,Yes,Yes,"AI art generally,Large Language Models,Text-to-image models",Yes,Strongly disagree,Agree,Strongly disagree,A portion of any profit made,,,Strongly agree,Strongly disagree,Strongly agree,30-49,No,Male
